row_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,tariff_plan,status,age,customer_value
578,-0.055201369047619006,-0.020189999999999993,0.06655919740414902,-0.0015066666666666798,0.0718833214285715,0.12747787896825408,0.030772198412698494,-0.0054216330809509685,0.0005850000000000077,0.24952120875512757,0.019739555555555587,0.017115355889928525
1355,-0.01326938095238095,-0.02949999999999999,-0.003081251443001442,0.0019044444444444447,-0.0086570607864358,-0.04797227876984127,0.010166527777777785,-0.0007600012626262694,0.00042000000000000257,-0.058508785714285715,0.009965413690476193,-0.009373579365079354
212,0.028301642857142862,-0.020410000000000005,-0.00025107539682539954,0.0007282222222222186,-0.03718310714285714,-0.04463586904761904,-0.0011556904761904768,0.005257392857142851,0.0006750000000000022,-0.060756051587301574,-0.0006308333333333342,-0.018605583333333335
3126,0.0339870714285714,0.3127249543650792,0.03770932936507935,0.013652500000000012,0.05453838690476183,0.11569181547619045,0.02959709523809525,0.010238468253968337,0.0018349999999999604,0.17302094444444435,0.005026999999999971,0.04331148214285711
2540,0.02546299801587303,-0.027550083333333336,-0.1429375436507936,-0.013465138888888875,-0.028125869047619063,-0.008712821428571374,0.0024913769841269718,-0.03714860317460317,0.0009187500000000029,0.14216617658730157,0.0008956190476190542,0.018866964285714292
490,0.04410459325396824,-0.028365000000000036,-0.06336033730158729,-0.002690833333333355,-0.03689777380952384,0.03272925,-0.008179478174603166,0.0010564007936507982,0.0009899999999999991,0.2085901428571429,-0.008021166666666763,-0.013621749999999993
1782,-0.03301656746031747,-0.031211875,-0.036065742171701394,0.0009423689284390093,0.04371124690423485,0.027688741220570336,-0.002181900441185873,0.01762955500903086,0.0005800000000000009,-0.10167788898399163,-0.03782727993629561,-0.002236610449735439
1286,-0.04523344841269843,-0.03167299999999999,-0.03226155952380951,-0.014181666666666667,-0.07526913095238097,0.010778067460317444,-0.009375492063492029,-0.034784875,0.0006200000000000001,0.16194008333333335,-0.01140027777777777,-0.017824652777777776
3120,0.01559206746031746,-0.01918999999999999,0.002657884920634909,0.0010363055555555468,-0.0361273611111111,-0.06508560714285713,0.006309333333333331,-0.0009477658730158752,0.000614999999999997,-0.06046170238095237,-0.00946502380952381,0.011400916666666684
1212,0.02371986111111112,-0.015965,0.0007538095238095267,0.0029452500000000047,-0.03734908730158728,-0.04423868650793649,-0.003848523809523819,0.003352912698412698,0.0004149999999999987,-0.056524154761904755,0.0021183333333333284,-0.029045666666666664
2202,0.016275285714285718,-0.026005,0.009329067460317465,0.0053053928571428505,-0.013907678571428569,-0.03428560714285715,-0.030395357142857137,0.001160813492063485,0.00019000000000000635,-0.05356395238095237,0.0019619166666666583,-0.024730833333333334
2127,0.03549093055555548,0.29504105555555565,0.020360972222222166,0.010685000000000026,0.04527974603174602,0.10743824999999993,0.03955689285714285,0.0521640218253969,0.0020950000000000205,0.17522725,0.020026583333333296,0.0429683452380953
1144,-0.025091150793650808,-0.03486,-0.03978005654761905,-0.008693333333333348,0.01531055059523809,-0.021491090277777767,0.005471760912698418,0.0013437103174603177,0.0007200000000000003,-0.040180527777777766,0.0018533511904761948,-0.008269166666666668
2799,0.03542212499999997,0.4146261527777776,0.10245283333333319,0.029691333333333386,0.0856630595238095,0.07575068055555542,0.024728249999999927,0.023008249999999942,0.0028249999999999872,-0.01148022023809535,0.02455833333333335,0.03408824999999996
591,-0.016544146825396844,-0.03026194444444443,-0.11612141071428572,-0.012080805555555543,-0.022780539682539683,0.015366329365079364,-0.006259402777777782,-0.035282490079365056,0.0007349999999999961,0.17023744444444444,0.019877083333333333,-0.002773291666666658
1597,-0.04365511904761906,-0.030125333333333337,0.03675753174603174,-0.022603333333333326,0.023649730158730148,0.004353720238095235,0.02025689087301586,0.03701153968253969,0.0004099999999999944,-0.033813575396825404,0.011977888888888894,0.04211410714285711
1541,-0.02634576984126987,-0.027345611111111102,-0.13661758730158724,-0.013129000000000005,-0.024539349206349224,0.02030583333333334,0.005289541666666673,-0.008645111111111123,0.0007899999999999935,0.1994671408730159,0.030456682539682495,0.013591722222222232
3051,-0.011912305555555593,-0.019939999999999992,0.05613796626984121,-0.0027041666666666963,0.07266951984126983,0.11700779761904759,0.03952414682539677,-0.008254603174603229,0.0007149999999999795,0.2522700059523809,0.009560222222222196,0.0612604642857142
701,-0.05960988011726531,-0.022954416666666675,0.018960941898812967,-0.001204999999999988,0.05861440776459877,0.07624136235891801,-0.040686151191289883,0.03308314167537439,0.00042500000000001147,0.17099698664319057,-0.050781284261058414,0.015653701419194744
1554,-0.03276798809523811,-0.032339166666666676,-0.007788577380952374,-0.0037150000000000065,0.007956055555555577,-0.015224487283549776,-0.0006933511904761956,0.005796590097402592,0.00028500000000000313,-0.06281684722222224,-0.000429073051948033,0.008070892857142848
1720,0.0009754999999999931,-0.019034999999999996,0.003930900793650786,0.002724999999999999,-0.03114053571428571,-0.049751746031746015,0.008007666666666663,-0.003202750000000004,0.0005050000000000009,-0.06217083333333333,-0.002582999999999999,-0.001926154761904758
175,-0.022010043650793655,-0.031665,0.00014334126984127932,0.004540499999999999,0.012059496031746022,0.0015909444444444595,0.0073395000000000075,0.004686351190476204,0.0002899999999999925,-0.10775647619047621,0.003885499999999991,-0.0017700654761904834
375,-0.034216642857142834,-0.033365,0.0071687420634920646,0.005374999999999999,0.020561523809523804,0.006783571428571436,0.01207117063492063,0.0005825515873015816,0.000304999999999998,-0.10976561904761906,0.0018692499999999911,0.003964499999999991
2149,0.0172802420634921,0.3912043055555555,0.10534746230158727,0.02645999999999995,0.09770925793650795,0.07150919444444452,0.0307575833333334,0.03432325000000001,0.0022500000000000046,-0.0008439980158730639,0.02120058333333332,0.04913616666666669
1563,-0.021368333333333333,-0.028809999999999995,0.0004249781746031845,-0.004367500000000002,0.002902029761904761,0.022028124999999996,-0.029024238095238103,0.0035303888888888668,0.0002950000000000048,-0.06581661111111108,0.0035425000000000014,-0.03200229166666665
983,0.03155500992063491,-0.01347500000000001,-0.001934187666500169,0.006017985119047635,-0.04268147619047619,-0.03937388574619824,0.005620408730158717,-0.01855419246031745,0.0003500000000000031,-0.06166621825396825,0.00815729464285714,-0.027681690476190478
1234,-0.0043563095238095305,-0.016295000000000007,0.003977952380952383,0.01055224900793651,-0.024554726190476182,-0.03042643253968254,-0.012443104166666673,0.003247836309523804,-0.0025874999999999948,-0.05680894444444444,0.006056931547619044,-0.030028904761904757
950,0.013506666666666677,-0.028549999999999985,0.003932011904761897,0.004505000000000004,-0.015555825396825396,-0.06157263492063493,0.006284619047619046,0.000769468253968255,0.00046999999999999993,-0.06476845238095238,0.000641111111111115,-0.0033279166666666782
347,-0.018051587301587287,-0.029710000000000004,0.11726697817460319,0.018673416666666633,-0.01001572420634919,0.021563402777777796,0.016451666666666663,-0.008799123015873038,0.000520000000000008,-0.04368637103174601,0.013936055555555557,0.018185333333333338
1691,-0.026149940226440228,-0.027412236111111127,-0.21956776954064455,-0.008529756493506497,0.024045687675233074,0.007210243927822218,-0.0014922648508898704,-0.042630771825396804,0.0007200000000000004,0.14317295209949757,0.0028985875884023245,-0.005930684623918505
973,0.021362309523809492,0.24553000000000003,0.006400789682539676,-0.059395250000000024,-0.10447260714285715,-0.0720980476190476,0.00012750000000000088,-0.045952158730158725,0.0028300000000000152,-0.04736104761904761,-0.023304857142857186,0.01266741666666667
1342,0.022832158730158748,-0.034350000000000006,-0.029287688492063497,0.003335000000000001,-0.006743109966422463,-0.014967918650793655,0.0009567678571428685,0.008952220314407813,0.0007849999999999999,-0.06508422619047621,-0.003485433760683748,-0.006608722222222215
47,0.01195365873015874,-0.032979999999999995,-0.021935674603174606,0.004355222222222236,-0.009068333333333354,-0.0015781249999999975,-0.004067440476190471,-0.0190787738095238,-0.0018550000000000038,-0.06495569444444445,0.0006324166666666555,-0.010088208333333334
811,-0.00042071031746033843,0.2654296666666667,-0.07866597619047622,-0.009264166666666665,-0.05351201984126984,-0.14565781746031747,-0.011525154761904728,-0.04530723412698412,0.00031000000000001583,0.014182797619047569,-0.006231833333333306,-0.02800350396825394
2937,0.014482507936507946,-0.024710000000000003,-0.0015727658730158751,0.005420222222222225,-0.00881192857142858,-0.034589234126984114,-0.019907083333333346,-0.005462202380952391,0.00043499999999999756,-0.0546961111111111,0.0025233333333333414,-0.026777690476190476
2919,0.013287007936507944,-0.015295,-0.004035571428571428,0.0018807500000000035,-0.02672159920634921,-0.03253559523809523,-0.012945178571428576,0.002031293650793646,0.00040499999999999835,-0.060324452380952374,0.0009037499999999936,-0.020316357142857143
603,0.01627551338313102,-0.027979999999999994,0.001883646443894805,0.005530000000000002,-0.023649017124542128,-0.05507934818995878,0.005192196696015907,-0.0006901041666666617,0.0003099999999999997,-0.06541686559139784,-0.0066101872013920706,0.006568213369963369
2482,0.007779309523809513,-0.031799999999999995,-0.020228123015873022,0.0012798888888889033,0.027847976190476194,0.005571583333333308,0.008710503968253958,0.0007425992063492121,0.0005699999999999969,-0.09682514285714283,-0.029440797619047603,0.007126249999999992
1813,-0.01747291666666666,-0.02825999999999999,-0.007368498015873011,-0.0014099999999999942,0.010596994047619036,0.00702234523809524,-0.024941797619047638,0.0049510555555555506,0.0004899999999999985,-0.06708319246031744,0.0012206746031746068,-0.02641061706349207
135,-0.017642288220551375,-0.027549999999999998,0.004273307972589306,0.0007650000000000033,-0.004618343994254199,-0.04011986521339246,-0.0002657510396816292,0.004348113890774904,0.0006550000000000004,-0.07425412115877195,0.006083876334715985,-0.005340880952380956
2875,-0.011243575396825385,-0.03333000000000001,-0.010623912698412683,0.00041499999999999556,0.018133357142857128,0.00677433134920635,0.012671904761904745,0.004895841269841272,0.000329999999999999,-0.11007701388888891,0.0046127222222222194,0.008775392857142876
2412,0.03160719841269841,-0.019275000000000004,0.0012409880952380897,0.0018640833333333328,-0.04225034920634922,-0.042123571428571406,-0.00498985714285713,-0.001204809523809532,0.0005200000000000011,-0.061557551587301584,0.003923083333333325,-0.021420166666666667
927,0.011524202380952413,-0.020404999999999982,0.04548620189701906,0.016847500000000088,0.005447845238095342,0.12525708333333346,0.0269776753774681,0.09671553968253976,0.0009399999999999853,0.3197714317653891,0.02098404761904768,0.04678752032520332
181,-0.004605648809523817,0.26260116269841266,0.02863289285714281,0.0029657499999999476,0.06476322222222208,0.15521532936507929,0.04594570238095235,0.01684438492063488,0.0019449999999999856,0.16378798809523806,0.045390083333333206,0.05784818055555548
1158,-0.009409857142857142,-0.01819166666666667,0.007305795573049662,0.0024099999999999885,-0.02105834523809523,-0.04758657936507936,0.0022718373015872943,-0.0002996468253968202,0.0005849999999999982,-0.07034515476190477,-7.478174603174695e-05,0.0007274464904424169
1322,0.11491514693639697,0.37060981334422,0.0257427855004184,0.007286249999999992,0.040107216931217105,0.06688197890527912,0.036577872023809584,0.007961358802205927,0.0021449999999999915,0.14261689035948377,0.005830498223998203,0.015659236592018965
251,0.005273357142857121,-0.02115999999999999,0.00042510119047615286,-0.0033137499999999986,0.059060805555555596,0.09641174999999992,0.030122396825396802,-0.00588440277777785,0.0008649999999999963,0.2590283809523809,0.0034903690476190117,0.032015039682539624
1916,-0.0043942043650793605,-0.025117500000000008,0.014837188603063595,-0.014573333333333296,-0.008759630230880198,0.04980298809523811,0.02116438888888891,-0.04588248286435785,0.001025000000000012,0.20400877965090464,-0.028793426698301688,0.028016279872904892
2631,-0.016548472222222176,-0.01709666666666663,0.06742144246031749,0.004397500000000028,0.052205535714285725,0.13745522222222217,0.03160020238095239,0.0043094206349206425,0.0006399999999999976,0.26765824206349204,0.061123134920634925,0.06316848611111119
2506,0.007252007936507925,-0.030080000000000003,0.009144156746031754,0.0035189047619047635,0.004068005952380955,0.00023100595238095874,-0.039682285714285725,-0.003053277777777763,0.000145000000000004,-0.07550164285714286,0.0009808333333333158,-0.030688660714285703
2668,0.0158733253968254,-0.02167000000000001,0.035622968253968254,-0.005234999999999983,0.06582431349206352,0.10510616666666665,0.00887046428571432,0.00974923214285715,0.0006100000000000078,0.25032757738095246,0.004514499999999979,0.0017404999999999545
115,-0.012728023809523818,-0.023805,0.0038418888888888934,0.0033649999999999973,-0.015436202380952358,-0.017529309523809527,-0.022984392857142856,0.0060825714285714354,0.00018499999999999883,-0.05056513492063491,-0.0055645277777777846,-0.018527821428571435
365,0.00048605555555555885,-0.021155,-0.0021201865079365076,0.003889944444444439,-0.02232022619047619,-0.02035201190476191,-0.01098958333333334,0.0034434484126984154,0.00040500000000000225,-0.057747809523809535,-0.003992916666666664,-0.023212666666666666
1358,-0.009253722222222231,-0.020624999999999994,-0.0024257103174603104,0.0017799999999999997,-0.03158805158730159,-0.04141240079365078,0.004273730158730152,0.003213980158730159,0.0003999999999999953,-0.05553635317460317,-0.0010450000000000047,-0.001447424603174606
723,0.032837511904761904,-0.014384999999999992,0.004050793650793652,-0.0035607499999999966,-0.03246432142857142,-0.043827571428571424,0.0011501706349206244,-0.011382210317460322,-0.002560000000000004,-0.0717873849206349,-0.01805402380952382,0.006316833333333336
2528,0.004475198804340416,0.3232010458196774,0.050068719656602624,0.012310000000000116,0.0687678862399902,0.12167561136129557,0.024818460801393848,0.010373347222222298,0.001710000000000013,0.15374044322639327,0.010828894736842188,0.031864439750290394
2681,-0.007217992063492118,-0.026075000000000004,0.050968609126984074,-0.006628333333333328,-0.026928218253968295,0.046914777777777694,-0.025560130952381032,-0.04098440277777783,0.0006949999999999949,0.23688353571428564,0.061813999999999966,-0.0025477976190476813
314,0.0019906428571428584,-0.020034999999999997,0.003310162622100119,0.0026537499999999955,-0.026460103174603167,-0.02555274603174602,-0.016835084249084257,0.009658924603174598,0.0004599999999999976,-0.05253787789987787,0.010164903783716279,-0.0354835248917749
1760,-0.06609716666666667,-0.026279166666666666,-0.0107276206709957,0.0035450000000000112,0.040948578373015874,0.003941251984126992,-0.00806570021645022,-0.007692752525252486,0.0007849999999999992,-0.04056382539682541,0.02729081845238095,0.009249630952380964
1204,-0.02503583333333334,-0.02731499999999999,-0.00632290972222223,-0.0019100000000000007,-0.0012078591269841326,-0.01199723908730158,-0.002613107142857145,0.015659494047619064,0.0004049999999999972,-0.0688538630952381,-0.009014960317460323,0.009540325396825403
