row_id,real,previsto,score,experimento,conjunto
1,0,0,0.025,Random Forest | Sem balanceamento,treino
322,1,1,0.98,Random Forest | Sem balanceamento,treino
324,1,1,0.99,Random Forest | Sem balanceamento,treino
327,1,1,0.97,Random Forest | Sem balanceamento,treino
328,1,1,0.9816666666666666,Random Forest | Sem balanceamento,treino
329,0,0,0.02,Random Forest | Sem balanceamento,treino
330,0,0,0.0,Random Forest | Sem balanceamento,treino
331,1,1,0.995,Random Forest | Sem balanceamento,treino
332,1,1,0.88,Random Forest | Sem balanceamento,treino
333,0,0,0.0,Random Forest | Sem balanceamento,treino
335,0,0,0.0,Random Forest | Sem balanceamento,treino
336,0,0,0.035,Random Forest | Sem balanceamento,treino
337,0,0,0.0,Random Forest | Sem balanceamento,treino
338,0,0,0.0,Random Forest | Sem balanceamento,treino
339,0,0,0.0,Random Forest | Sem balanceamento,treino
340,0,0,0.025,Random Forest | Sem balanceamento,treino
342,0,0,0.0,Random Forest | Sem balanceamento,treino
344,0,0,0.04,Random Forest | Sem balanceamento,treino
345,0,0,0.0,Random Forest | Sem balanceamento,treino
346,0,0,0.0,Random Forest | Sem balanceamento,treino
348,0,0,0.0,Random Forest | Sem balanceamento,treino
349,1,1,1.0,Random Forest | Sem balanceamento,treino
350,0,0,0.0,Random Forest | Sem balanceamento,treino
351,0,0,0.155,Random Forest | Sem balanceamento,treino
352,0,0,0.0,Random Forest | Sem balanceamento,treino
353,0,0,0.005,Random Forest | Sem balanceamento,treino
354,0,0,0.0,Random Forest | Sem balanceamento,treino
355,0,0,0.0,Random Forest | Sem balanceamento,treino
356,0,0,0.005,Random Forest | Sem balanceamento,treino
357,0,0,0.0,Random Forest | Sem balanceamento,treino
359,0,0,0.0,Random Forest | Sem balanceamento,treino
361,0,0,0.03,Random Forest | Sem balanceamento,treino
363,0,0,0.0,Random Forest | Sem balanceamento,treino
364,0,0,0.0,Random Forest | Sem balanceamento,treino
366,0,0,0.025,Random Forest | Sem balanceamento,treino
367,0,0,0.005,Random Forest | Sem balanceamento,treino
368,1,1,0.785,Random Forest | Sem balanceamento,treino
369,0,0,0.0,Random Forest | Sem balanceamento,treino
372,1,1,0.985,Random Forest | Sem balanceamento,treino
373,0,0,0.0,Random Forest | Sem balanceamento,treino
379,0,0,0.02,Random Forest | Sem balanceamento,treino
380,0,0,0.005,Random Forest | Sem balanceamento,treino
381,1,1,0.8,Random Forest | Sem balanceamento,treino
382,0,0,0.04,Random Forest | Sem balanceamento,treino
383,0,0,0.01,Random Forest | Sem balanceamento,treino
384,0,0,0.0,Random Forest | Sem balanceamento,treino
387,0,0,0.0,Random Forest | Sem balanceamento,treino
389,0,0,0.01,Random Forest | Sem balanceamento,treino
390,0,0,0.06,Random Forest | Sem balanceamento,treino
392,0,0,0.015,Random Forest | Sem balanceamento,treino
393,0,0,0.0,Random Forest | Sem balanceamento,treino
394,0,0,0.005,Random Forest | Sem balanceamento,treino
395,0,0,0.0,Random Forest | Sem balanceamento,treino
396,0,0,0.0,Random Forest | Sem balanceamento,treino
397,0,0,0.0,Random Forest | Sem balanceamento,treino
400,0,0,0.0,Random Forest | Sem balanceamento,treino
401,0,0,0.2103492063492064,Random Forest | Sem balanceamento,treino
402,0,0,0.0,Random Forest | Sem balanceamento,treino
403,0,0,0.005,Random Forest | Sem balanceamento,treino
404,0,0,0.0,Random Forest | Sem balanceamento,treino
406,0,0,0.0,Random Forest | Sem balanceamento,treino
407,0,0,0.0,Random Forest | Sem balanceamento,treino
408,0,0,0.0,Random Forest | Sem balanceamento,treino
409,0,0,0.005,Random Forest | Sem balanceamento,treino
410,0,0,0.03,Random Forest | Sem balanceamento,treino
411,0,0,0.07,Random Forest | Sem balanceamento,treino
412,0,0,0.0,Random Forest | Sem balanceamento,treino
413,0,0,0.005,Random Forest | Sem balanceamento,treino
414,0,0,0.005,Random Forest | Sem balanceamento,treino
415,0,0,0.0,Random Forest | Sem balanceamento,treino
416,0,0,0.04,Random Forest | Sem balanceamento,treino
417,0,0,0.22,Random Forest | Sem balanceamento,treino
418,1,1,0.9988194444444445,Random Forest | Sem balanceamento,treino
419,0,0,0.0,Random Forest | Sem balanceamento,treino
422,1,1,0.995,Random Forest | Sem balanceamento,treino
423,0,0,0.0,Random Forest | Sem balanceamento,treino
424,1,1,0.995,Random Forest | Sem balanceamento,treino
425,0,0,0.0,Random Forest | Sem balanceamento,treino
426,1,1,0.905,Random Forest | Sem balanceamento,treino
428,1,1,0.9975,Random Forest | Sem balanceamento,treino
430,0,0,0.0,Random Forest | Sem balanceamento,treino
431,1,1,0.985,Random Forest | Sem balanceamento,treino
432,0,0,0.0,Random Forest | Sem balanceamento,treino
433,0,0,0.0,Random Forest | Sem balanceamento,treino
434,0,0,0.0,Random Forest | Sem balanceamento,treino
435,0,0,0.0,Random Forest | Sem balanceamento,treino
436,0,0,0.04,Random Forest | Sem balanceamento,treino
437,0,0,0.005,Random Forest | Sem balanceamento,treino
438,0,0,0.0,Random Forest | Sem balanceamento,treino
439,0,0,0.0,Random Forest | Sem balanceamento,treino
440,0,0,0.025,Random Forest | Sem balanceamento,treino
441,0,0,0.01,Random Forest | Sem balanceamento,treino
442,0,0,0.005,Random Forest | Sem balanceamento,treino
443,0,0,0.005,Random Forest | Sem balanceamento,treino
446,0,0,0.005,Random Forest | Sem balanceamento,treino
447,0,0,0.04,Random Forest | Sem balanceamento,treino
449,1,1,0.975,Random Forest | Sem balanceamento,treino
450,0,0,0.0,Random Forest | Sem balanceamento,treino
451,0,0,0.175,Random Forest | Sem balanceamento,treino
453,0,0,0.005,Random Forest | Sem balanceamento,treino
454,0,0,0.005,Random Forest | Sem balanceamento,treino
455,0,0,0.0,Random Forest | Sem balanceamento,treino
456,0,0,0.005,Random Forest | Sem balanceamento,treino
457,0,0,0.0,Random Forest | Sem balanceamento,treino
458,0,0,0.0,Random Forest | Sem balanceamento,treino
459,0,0,0.0,Random Forest | Sem balanceamento,treino
460,0,0,0.015,Random Forest | Sem balanceamento,treino
461,0,0,0.2,Random Forest | Sem balanceamento,treino
463,0,0,0.0,Random Forest | Sem balanceamento,treino
464,0,0,0.0,Random Forest | Sem balanceamento,treino
465,0,0,0.0,Random Forest | Sem balanceamento,treino
466,0,0,0.155,Random Forest | Sem balanceamento,treino
468,1,1,0.7875,Random Forest | Sem balanceamento,treino
469,0,0,0.0,Random Forest | Sem balanceamento,treino
470,0,0,0.01,Random Forest | Sem balanceamento,treino
471,0,0,0.0,Random Forest | Sem balanceamento,treino
472,1,1,0.99,Random Forest | Sem balanceamento,treino
473,0,0,0.0,Random Forest | Sem balanceamento,treino
474,0,0,0.005,Random Forest | Sem balanceamento,treino
475,0,0,0.01,Random Forest | Sem balanceamento,treino
476,1,1,0.98,Random Forest | Sem balanceamento,treino
477,1,1,0.94,Random Forest | Sem balanceamento,treino
478,1,1,0.78,Random Forest | Sem balanceamento,treino
479,0,0,0.005,Random Forest | Sem balanceamento,treino
480,0,0,0.0,Random Forest | Sem balanceamento,treino
481,1,1,0.785,Random Forest | Sem balanceamento,treino
483,0,0,0.0,Random Forest | Sem balanceamento,treino
485,0,0,0.0,Random Forest | Sem balanceamento,treino
486,1,1,0.91,Random Forest | Sem balanceamento,treino
488,0,0,0.0,Random Forest | Sem balanceamento,treino
489,0,0,0.0,Random Forest | Sem balanceamento,treino
492,0,0,0.005,Random Forest | Sem balanceamento,treino
496,0,0,0.0,Random Forest | Sem balanceamento,treino
497,0,0,0.01,Random Forest | Sem balanceamento,treino
498,0,0,0.005,Random Forest | Sem balanceamento,treino
499,1,1,0.925,Random Forest | Sem balanceamento,treino
500,0,0,0.025,Random Forest | Sem balanceamento,treino
501,0,0,0.458904761904762,Random Forest | Sem balanceamento,treino
502,0,0,0.0,Random Forest | Sem balanceamento,treino
503,0,0,0.0,Random Forest | Sem balanceamento,treino
504,0,0,0.0,Random Forest | Sem balanceamento,treino
505,0,0,0.01,Random Forest | Sem balanceamento,treino
506,0,0,0.0,Random Forest | Sem balanceamento,treino
507,0,0,0.0,Random Forest | Sem balanceamento,treino
508,0,0,0.0,Random Forest | Sem balanceamento,treino
509,0,0,0.005,Random Forest | Sem balanceamento,treino
510,0,0,0.045,Random Forest | Sem balanceamento,treino
511,0,0,0.115,Random Forest | Sem balanceamento,treino
513,0,0,0.005,Random Forest | Sem balanceamento,treino
515,0,0,0.0,Random Forest | Sem balanceamento,treino
517,0,0,0.16835714285714284,Random Forest | Sem balanceamento,treino
518,1,0,0.4668991865977161,Random Forest | Sem balanceamento,treino
519,0,0,0.0,Random Forest | Sem balanceamento,treino
520,0,0,0.0,Random Forest | Sem balanceamento,treino
522,1,1,0.93,Random Forest | Sem balanceamento,treino
523,0,0,0.005,Random Forest | Sem balanceamento,treino
524,1,1,0.945,Random Forest | Sem balanceamento,treino
525,0,0,0.025,Random Forest | Sem balanceamento,treino
526,1,1,0.78,Random Forest | Sem balanceamento,treino
527,1,1,0.645,Random Forest | Sem balanceamento,treino
528,1,1,0.975,Random Forest | Sem balanceamento,treino
529,0,0,0.065,Random Forest | Sem balanceamento,treino
530,0,0,0.01,Random Forest | Sem balanceamento,treino
531,1,1,0.985,Random Forest | Sem balanceamento,treino
532,0,0,0.075,Random Forest | Sem balanceamento,treino
534,0,0,0.0,Random Forest | Sem balanceamento,treino
536,0,0,0.035,Random Forest | Sem balanceamento,treino
537,0,0,0.0,Random Forest | Sem balanceamento,treino
538,0,0,0.01,Random Forest | Sem balanceamento,treino
539,0,0,0.01,Random Forest | Sem balanceamento,treino
540,0,0,0.08,Random Forest | Sem balanceamento,treino
541,0,0,0.055,Random Forest | Sem balanceamento,treino
543,0,0,0.0,Random Forest | Sem balanceamento,treino
544,0,0,0.02142857142857143,Random Forest | Sem balanceamento,treino
545,0,0,0.01,Random Forest | Sem balanceamento,treino
546,0,0,0.01,Random Forest | Sem balanceamento,treino
548,0,0,0.0,Random Forest | Sem balanceamento,treino
549,1,1,1.0,Random Forest | Sem balanceamento,treino
550,0,0,0.005,Random Forest | Sem balanceamento,treino
551,0,0,0.175,Random Forest | Sem balanceamento,treino
552,0,0,0.0,Random Forest | Sem balanceamento,treino
553,0,0,0.025,Random Forest | Sem balanceamento,treino
554,0,0,0.0,Random Forest | Sem balanceamento,treino
555,0,0,0.0,Random Forest | Sem balanceamento,treino
557,0,0,0.0,Random Forest | Sem balanceamento,treino
558,0,0,0.0,Random Forest | Sem balanceamento,treino
561,0,0,0.185,Random Forest | Sem balanceamento,treino
562,0,0,0.0,Random Forest | Sem balanceamento,treino
564,0,0,0.0,Random Forest | Sem balanceamento,treino
565,0,0,0.0,Random Forest | Sem balanceamento,treino
566,0,0,0.025,Random Forest | Sem balanceamento,treino
567,0,0,0.055,Random Forest | Sem balanceamento,treino
569,0,0,0.0,Random Forest | Sem balanceamento,treino
570,0,0,0.0,Random Forest | Sem balanceamento,treino
571,0,0,0.0,Random Forest | Sem balanceamento,treino
572,1,1,0.99,Random Forest | Sem balanceamento,treino
575,0,0,0.01,Random Forest | Sem balanceamento,treino
576,1,1,0.98,Random Forest | Sem balanceamento,treino
579,0,0,0.025,Random Forest | Sem balanceamento,treino
580,0,0,0.005,Random Forest | Sem balanceamento,treino
581,1,1,0.76,Random Forest | Sem balanceamento,treino
582,0,0,0.055999999999999994,Random Forest | Sem balanceamento,treino
583,0,0,0.0,Random Forest | Sem balanceamento,treino
584,0,0,0.0,Random Forest | Sem balanceamento,treino
585,0,0,0.0,Random Forest | Sem balanceamento,treino
586,0,0,0.045,Random Forest | Sem balanceamento,treino
587,0,0,0.0,Random Forest | Sem balanceamento,treino
588,0,0,0.01,Random Forest | Sem balanceamento,treino
589,0,0,0.0,Random Forest | Sem balanceamento,treino
590,0,0,0.02,Random Forest | Sem balanceamento,treino
592,0,0,0.005,Random Forest | Sem balanceamento,treino
593,0,0,0.01,Random Forest | Sem balanceamento,treino
594,0,0,0.01,Random Forest | Sem balanceamento,treino
597,0,0,0.0,Random Forest | Sem balanceamento,treino
598,0,0,0.0,Random Forest | Sem balanceamento,treino
599,1,1,0.74,Random Forest | Sem balanceamento,treino
600,0,0,0.0,Random Forest | Sem balanceamento,treino
601,0,0,0.3474265873015872,Random Forest | Sem balanceamento,treino
602,0,0,0.0,Random Forest | Sem balanceamento,treino
605,0,0,0.015,Random Forest | Sem balanceamento,treino
606,0,0,0.0,Random Forest | Sem balanceamento,treino
607,0,0,0.0,Random Forest | Sem balanceamento,treino
608,0,0,0.0,Random Forest | Sem balanceamento,treino
609,0,0,0.015,Random Forest | Sem balanceamento,treino
610,0,0,0.065,Random Forest | Sem balanceamento,treino
611,0,0,0.06125,Random Forest | Sem balanceamento,treino
613,0,0,0.0,Random Forest | Sem balanceamento,treino
614,0,0,0.0,Random Forest | Sem balanceamento,treino
615,0,0,0.0,Random Forest | Sem balanceamento,treino
616,0,0,0.02,Random Forest | Sem balanceamento,treino
617,0,0,0.1,Random Forest | Sem balanceamento,treino
618,1,1,0.9737083333333332,Random Forest | Sem balanceamento,treino
620,0,0,0.0,Random Forest | Sem balanceamento,treino
621,0,0,0.0,Random Forest | Sem balanceamento,treino
622,1,1,0.9616666666666667,Random Forest | Sem balanceamento,treino
623,0,0,0.0,Random Forest | Sem balanceamento,treino
624,1,1,0.99,Random Forest | Sem balanceamento,treino
625,0,0,0.005,Random Forest | Sem balanceamento,treino
626,1,1,0.995,Random Forest | Sem balanceamento,treino
627,1,1,0.875,Random Forest | Sem balanceamento,treino
628,1,1,0.5892722262902217,Random Forest | Sem balanceamento,treino
629,0,0,0.01,Random Forest | Sem balanceamento,treino
630,0,0,0.01,Random Forest | Sem balanceamento,treino
632,0,0,0.02,Random Forest | Sem balanceamento,treino
